"ANIMAL_TYPE","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","HOUSE_NUMBER","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBLEMCODE","REQUESTID","SRX","SRY","STATUS","STREET","WARD"
"Dog","","2017-12-22 12:50:28.22","2017-12-22 12:50:28.22","2017-04-18 08:38:31.57","1000","01","Animal Bite","2017-04-25 00:00:00.0","Animal Bite","957988","","","CLOSED","EICHELBERGER ST","03"
"Dog","","2017-12-22 13:49:00.53","2017-12-22 13:49:00.53","2017-04-27 11:12:00.823","4800","53","Animal Bite","2017-05-04 00:00:00.0","Animal Bite","961325","","","CLOSED","PAGE BLVD","10"
"Dog","","2017-12-22 13:50:36.457","2017-12-22 13:50:36.457","2017-05-01 09:03:51.387","4200","68","Animal Bite","2017-05-08 00:00:00.0","Animal Bite","962263","","","CLOSED","RED BUD AVE","11"
"Dog","","2017-05-01 12:00:00.0","2017-05-02 13:36:52.433","2017-05-01 10:29:20.91","700","74","Animal Bite","2017-05-08 00:00:00.0","Animal Bite","962356","","","CLOSED","PONCE AVE","12"
"Dog","","2017-12-22 13:53:35.373","2017-12-22 13:53:35.373","2017-05-01 22:03:12.0","5600","07","Animal Bite","2017-05-09 00:00:00.0","Animal Bite","962690","","","CLOSED","WALSH ST","05"
"Dog","","2017-12-22 13:54:40.153","2017-12-22 13:54:40.153","2017-05-02 12:49:27.0","5000","07","Animal Bite","2017-05-09 00:00:00.0","Animal Bite","962931","","","CLOSED","SUTHERLAND AVE","05"
"Dog","","2017-05-04 11:00:00.0","2017-12-01 07:33:13.04","2017-05-04 09:38:23.55","1200","41","Animal Bite","2017-05-11 00:00:00.0","Animal Bite","963645","","","CLOSED","MACKLIND AVE","04"
"Dog","","2017-12-22 13:58:09.897","2017-12-22 13:58:09.897","2017-05-04 15:01:02.963","3500","25","Animal Bite","2017-05-11 00:00:00.0","Animal Bite","963852","","","CLOSED","PESTALOZZI ST","07"
"Dog","","2017-05-16 10:03:07.0","2017-05-16 10:06:14.537","2017-05-08 09:56:17.297","6100","76","Animal Bite","2017-05-15 00:00:00.0","Animal Bite","964665","","","CLOSED","LUCILLE AVE","13"
"Dog","","2017-12-22 14:05:14.857","2017-12-22 14:05:14.857","2017-05-09 13:13:37.093","800","74","Animal Bite","2017-05-16 00:00:00.0","Animal Bite","965634","","","CLOSED","NASSAU DR","13"
"Dog","","2017-12-22 14:06:12.527","2017-12-22 14:06:12.527","2017-05-09 16:33:04.18","4500","05","Animal Bite","2017-05-16 00:00:00.0","Animal Bite","965804","","","CLOSED","RAY AVE","01"
"Dog","","2017-12-22 14:15:50.21","2017-12-22 14:15:50.21","2017-05-15 13:35:25.907","3400","19","Animal Bite","2017-05-22 00:00:00.0","Animal Bite","968126","","","CLOSED","IOWA AVE","07"
"Dog","","2017-12-22 14:24:27.9","2017-12-22 14:24:27.9","2017-05-18 11:44:05.603","1200","41","Animal Bite","2017-05-25 00:00:00.0","Animal Bite","969901","","","CLOSED","MACKLIND AVE","04"
"Dog","","2017-12-22 14:28:34.0","2017-12-22 14:28:34.08","2017-05-22 13:24:04.0","","04","Animal Bite","2017-05-29 00:00:00.0","Animal Bite","971231","-10048797.78502250","4659941.31720840","CLOSED","HOLLY HILLS BLVD & LEONA ST","01"
"Dog","","2017-12-22 14:38:06.74","2017-12-22 14:38:06.74","2017-05-30 09:02:12.763","6000","70","Animal Bite","2017-06-06 00:00:00.0","Animal Bite","974048","","","CLOSED","NATURAL BRIDGE AVE","13"
"Dog","","2017-12-22 14:38:45.27","2017-12-22 14:38:45.27","2017-05-30 09:13:10.643","5600","14","Animal Bite","2017-06-06 00:00:00.0","Animal Bite","974065","","","CLOSED","THOLOZAN AVE","05"
"Wildlife","2017-05-30 13:41:37.0","","","2017-05-30 10:13:41.0","5800","46","Animal Bite","2017-06-06 00:00:00.0","Animal Bite","974155","","","Cancel","DEGIVERVILLE AVE","10"
"Dog","","2017-12-22 14:39:19.83","2017-12-22 14:39:19.83","2017-05-30 12:16:16.45","4300","05","Animal Bite","2017-06-06 00:00:00.0","Animal Bite","974298","","","CLOSED","BEETHOVEN AVE","02"
"Dog","","2017-12-22 14:44:57.707","2017-12-22 14:44:57.707","2017-05-31 10:27:29.073","4100","05","Animal Bite","2017-06-07 00:00:00.0","Animal Bite","974741","","","CLOSED","TAFT AVE","02"
"Dog","","2017-12-22 14:48:06.69","2017-12-22 14:48:06.69","2017-06-01 09:06:04.797","7000","09","Animal Bite","2017-06-08 00:00:00.0","Animal Bite","975245","","","CLOSED","WINONA AVE","04"
"Dog","","2017-12-22 14:49:15.537","2017-12-22 14:49:15.537","2017-06-01 16:36:43.67","4000","56","Animal Bite","2017-06-08 00:00:00.0","Animal Bite","975629","","","CLOSED","ST LOUIS AVE","12"
"Dog","","2018-01-05 16:43:33.757","2018-01-05 16:43:33.757","2017-06-07 12:54:47.423","6100","76","Animal Bite","2017-06-14 00:00:00.0","Animal Bite","977794","","","CLOSED","EMMA AVE","13"
"Cat","","2018-01-05 16:49:56.42","2018-01-05 16:49:56.42","2017-06-12 08:52:35.313","1200","41","Animal Bite","2017-06-19 00:00:00.0","Animal Bite","979238","","","CLOSED","MACKLIND AVE","04"
"Dog","","2020-04-22 15:31:10.133","2020-04-22 15:31:10.133","2017-11-29 10:33:49.0","5000","51","Animal Bite","2017-12-06 00:00:00.0","Animal Bite","1041077","","","CLOSED","PAGE BLVD","10"
"Cat","","2017-12-07 14:06:38.0","2017-12-07 14:06:38.087","2017-12-07 13:47:02.0","1200","41","Animal Bite","2017-12-14 00:00:00.0","Animal Bite","1043768","","","CLOSED","MACKLIND AVE","04"
"Cat","","2020-03-17 16:24:21.5","2020-03-17 16:24:21.5","2017-12-07 13:57:04.0","1200","","Animal Bite","2017-12-14 00:00:00.0","Animal Bite","1043773","","","CLOSED","MACKLIND AVE","04"
"Dog","","2020-05-05 14:02:23.173","2020-05-05 14:02:23.173","2017-12-07 15:46:24.0","2200","65","Animal Bite","2017-12-14 00:00:00.0","Animal Bite","1043869","","","CLOSED","SALISBURY ST","14"
"Dog","","2017-12-21 00:00:00.0","2018-02-15 11:19:47.557","2017-12-11 12:21:35.217","1000","41","Animal Bite","2017-12-18 00:00:00.0","Animal Bite","1044660","","","CLOSED","OAKVIEW PL","04"
"Dog","","2020-03-17 16:25:19.98","2020-03-17 16:25:19.98","2017-12-18 07:55:53.0","1200","41","Animal Bite","2017-12-25 00:00:00.0","Animal Bite","1046297","","","CLOSED","MACKLIND AVE","04"
"Dog","","2017-12-18 12:00:00.0","2018-03-22 14:47:12.763","2017-12-18 12:06:58.703","6800","04","Animal Bite","2017-12-25 00:00:00.0","Animal Bite","1046470","","","CLOSED","SALZBURGER AVE","02"
"Dog","","2018-01-09 17:15:00.0","2018-03-22 17:16:29.117","2017-12-20 14:09:13.677","3700","04","Animal Bite","2017-12-27 00:00:00.0","Animal Bite","1047255","","","CLOSED","FRENCH AVE","01"
"Dog","","2018-01-09 15:43:00.0","2018-04-02 15:50:49.21","2018-01-03 09:47:22.89","3100","16","Animal Bite","2018-01-10 00:00:00.0","Animal Bite","1049740","","","CLOSED","KEOKUK ST","03"
"Dog","","2018-03-12 07:42:52.0","2018-03-12 07:46:08.427","2018-01-10 14:57:21.67","5500","13","Animal Bite","2018-01-17 00:00:00.0","Animal Bite","1052031","","","CLOSED","COLUMBIA AVE","05"
"Dog","","2018-02-07 07:47:00.0","2018-03-12 07:54:07.7","2018-01-19 10:22:06.007","4700","06","Animal Bite","2018-01-26 00:00:00.0","Animal Bite","1054216","","","CLOSED","ALMA AVE","02"
"Dog","","2018-02-13 07:13:00.0","2018-03-13 07:15:40.217","2018-01-22 08:08:10.45","4400","05","Animal Bite","2018-01-29 00:00:00.0","Animal Bite","1054692","","","CLOSED","NEOSHO ST","02"
"Dog","","2018-01-22 07:04:00.0","2018-03-13 07:05:58.657","2018-01-22 08:13:43.0","5000","14","Animal Bite","2018-01-29 00:00:00.0","Animal Bite","1054701","","","CLOSED","MARDEL AVE","05"
"Dog","","2020-03-17 12:30:31.88","2020-03-17 12:30:31.88","2018-01-22 15:29:56.0","1300","78","Animal Bite","2018-01-29 00:00:00.0","Animal Bite","1055045","","","CLOSED","TEMPLE PL","13"
"Dog","","2018-02-20 07:16:00.0","2018-03-13 07:17:35.167","2018-01-25 16:02:39.183","5600","06","Animal Bite","2018-02-01 00:00:00.0","Animal Bite","1056246","","","CLOSED","FINKMAN ST","02"
"Dog","","2018-03-23 13:00:00.0","2019-05-30 10:08:07.913","2018-01-29 15:05:10.0","3900","15","Animal Bite","2018-02-05 00:00:00.0","Animal Bite","1057121","","","CLOSED","FAIRVIEW AVE","06"
"Dog","","2018-03-23 00:00:00.0","2019-05-30 10:01:23.023","2018-02-23 09:55:20.0","6600","01","Animal Bite","2018-03-02 00:00:00.0","Animal Bite","1064373","","","CLOSED","MINNESOTA AVE","01"
"Dog","","2020-04-22 15:44:40.753","2020-04-22 15:44:40.753","2018-03-06 09:56:16.0","4300","17","Animal Bite","2018-03-13 00:00:00.0","Animal Bite","1068227","","","CLOSED","MICHIGAN AVE","03"
"Dog","","2020-04-23 13:30:53.607","2020-04-23 13:30:53.607","2018-03-06 15:33:16.0","2900","30","Animal Bite","2018-03-13 00:00:00.0","Animal Bite","1068507","","","CLOSED","CHEROKEE ST","07"
"Dog","","2018-03-29 11:06:38.427","2018-03-29 11:06:38.427","2018-03-06 15:45:55.997","4300","38","Animal Bite","2018-03-13 00:00:00.0","Animal Bite","1068513","","","CLOSED","MARYLAND AVE","09"
"Dog","","2020-05-14 16:40:07.447","2020-05-14 16:40:07.447","2018-03-08 08:16:44.0","5000","","Animal Bite","2018-03-15 00:00:00.0","Animal Bite","1069063","","","CLOSED","SUTHERLAND AV","05"
"Dog","","2018-03-19 09:16:13.0","2018-03-19 09:18:19.603","2018-03-17 12:34:22.0","4700","16","Animal Bite","2018-03-26 00:00:00.0","Animal Bite","1072340","","","CLOSED","LOUISIANA AVE","03"
"Dog","","2019-06-24 11:19:23.91","2019-06-24 11:19:23.91","2018-03-19 10:35:21.0","7300","02","Animal Bite","2018-03-26 00:00:00.0","Animal Bite","1072530","","","CLOSED","VERMONT","01"
"Dog","","2020-05-14 16:45:52.053","2020-05-14 16:45:52.053","2018-03-21 07:56:52.0","1800","23","Animal Bite","2018-03-28 00:00:00.0","Animal Bite","1073259","","","CLOSED","RUSSELL BLVD","08"
"Dog","","2018-04-13 08:23:00.0","2018-05-04 08:37:36.84","2018-04-06 15:54:26.287","4500","71","Animal Bite","2018-04-13 00:00:00.0","Animal Bite","1078577","","","CLOSED","QUEENS AVE","12"
"Dog","","2019-06-19 10:43:57.873","2019-06-19 10:43:57.873","2018-04-10 10:57:04.0","4900","14","Animal Bite","2018-04-17 00:00:00.0","Animal Bite","1079439","","","CLOSED","THOLOZAN AVE","05"
"Dog","","2021-07-13 19:09:49.0","2021-07-13 19:09:49.267","2021-07-09 08:24:52.0","3800","03","Animal Bite","2021-07-14 08:24:52.0","Animal Bite","1482774","","","CLOSED","FEDERER PL","01"
"Dog","","2021-07-15 11:59:54.857","2021-07-15 11:59:54.857","2021-07-09 12:55:51.0","6000","","Animal Bite","2021-07-14 12:55:51.0","Animal Bite","1482974","","","CLOSED","HAMPTON AVE","02"
"Cat","","2021-07-26 11:16:50.007","2021-07-26 11:16:50.007","2021-07-12 10:09:07.0","600","01","Animal Bite","2021-07-17 10:09:07.0","Animal Bite","1483935","","","CLOSED","LOUGHBOROUGH AVE","01"
"Dog","","2021-07-22 17:23:32.463","2021-07-22 17:23:32.463","2021-07-13 14:02:08.0","2800","37","Animal Bite","2021-07-27 14:02:08.0","Animal Bite","1484953","","","CLOSED","CLARK AVE","11"
"Dog","","2021-07-28 15:03:47.297","2021-07-28 15:03:47.297","2021-07-13 23:23:19.0","4100","27","Animal Bite","2021-07-27 23:23:19.0","Animal Bite","1485166","","","CLOSED","RUSSELL AVE","06"
"Wildlife","","2021-07-20 11:14:36.377","2021-07-20 11:14:36.377","2021-07-19 14:59:14.0","6000","11","Animal Bite","2021-08-02 14:59:14.0","Animal Bite","1487181","","","CLOSED","MAGNOLIA AVE","04"
"Dog","","2021-09-08 14:53:49.407","2021-09-08 14:53:49.407","2021-07-22 13:13:07.0","3800","16","Animal Bite","2021-08-05 13:13:07.0","Animal Bite","1488631","","","CLOSED","S GRAND AVE","03"
"Dog","","2021-08-03 09:21:12.887","2021-08-03 09:21:12.887","2021-07-23 12:23:17.0","2200","12","Animal Bite","2021-08-06 12:23:17.0","Animal Bite","1489012","","","CLOSED","JANUARY AVE","05"
"Unknown or not provided","","2021-07-27 14:26:38.217","2021-07-27 14:26:38.217","2021-07-27 09:01:48.0","3100","17","Animal Bite","2021-08-10 09:01:48.0","Animal Bite","1490101","","","CLOSED","OSCEOLA ST","03"
"Dog","","","2023-04-07 00:00:00.0","2021-07-27 16:25:02.0","8700","74","Animal Bite","2021-08-10 16:25:02.0","Animal Bite","1490461","","","Closed","N BROADWAY","13"
"Dog","","","2023-04-07 00:00:00.0","2021-07-28 09:46:05.0","1400","63","Animal Bite","2021-08-11 09:46:05.0","Animal Bite","1490635","","","Closed","WRIGHT ST","14"
"Dog","","2021-10-12 09:15:35.757","2021-10-12 09:15:35.757","2021-07-28 12:38:46.0","3400","16","Animal Bite","2021-08-11 12:38:46.0","Animal Bite","1490764","","","CLOSED","KEOKUK ST","03"
"Dog","","2021-10-07 10:29:11.16","2021-10-07 10:29:11.16","2021-07-29 16:48:54.0","5400","72","Animal Bite","2021-08-12 16:48:54.0","Animal Bite","1491395","","","CLOSED","GENEVIEVE AVE","13"
"Dog","","2021-08-05 09:48:22.0","2021-08-05 09:48:22.0","2021-07-30 13:55:09.0","3900","03","Animal Bite","2021-08-13 13:55:09.0","Animal Bite","1491720","","","CLOSED","BOWEN ST","01"
"Dog","","","2023-04-07 00:00:00.0","2021-08-05 14:54:52.0","2000","66","Animal Bite","2021-08-19 14:54:52.0","Animal Bite","1494126","","","Closed","E PRAIRIE AVE","14"
"Dog","","2021-08-17 13:01:11.77","2021-08-17 13:01:11.77","2021-08-11 10:12:18.0","2800","37","Animal Bite","2021-08-25 10:12:18.0","Animal Bite","1496120","","","CLOSED","CLARK AVE","11"
"Wildlife","","2021-08-17 16:58:30.113","2021-08-17 16:58:30.113","2021-08-16 13:31:09.0","3300","16","Animal Bite","2021-08-30 13:31:09.0","Animal Bite","1498280","","","CLOSED","ITASKA DR","03"
"Dog","","2021-08-26 09:25:02.39","2021-08-26 09:25:02.39","2021-08-19 12:56:35.0","5400","06","Animal Bite","2021-09-02 12:56:35.0","Animal Bite","1499777","","","CLOSED","GRESHAM AVE","02"
"Cat","","2022-06-13 09:21:49.0","2022-06-13 09:21:49.113","2021-08-31 14:12:26.0","3900","27","Animal Bite","2021-09-14 14:12:26.0","Animal Bite","1504057","","","CLOSED","SHENANDOAH AVE","06"
"Dog","","2021-11-13 19:35:48.077","2021-11-13 19:35:48.077","2021-09-13 16:05:02.0","4000","05","Animal Bite","2021-09-27 16:05:02.0","Animal Bite","1508489","","","CLOSED","DELOR CT","01"
"Dog","","2023-03-13 11:01:12.907","2023-03-13 11:01:12.907","2021-09-14 12:27:08.0","3600","27","Animal Bite","2021-09-28 12:27:08.0","Animal Bite","1508761","","","CLOSED","BOTANICAL AVE","06"
"Dog","","2021-10-14 13:45:39.72","2021-10-14 13:45:39.72","2021-09-14 21:44:04.0","3200","16","Animal Bite","2021-09-28 21:44:04.0","Animal Bite","1508982","","","CLOSED","OSAGE ST","03"
"Wildlife","","2021-09-16 14:57:08.03","2021-09-16 14:57:08.03","2021-09-14 22:20:27.0","2800","24","Animal Bite","2021-09-28 22:20:27.0","Animal Bite","1508985","","","CLOSED","SHENANDOAH AVE","07"
"Wildlife","","2021-09-16 14:20:47.0","2021-09-16 14:31:14.707","2021-09-15 00:05:11.0","5800","01","Animal Bite","2021-09-29 00:05:11.0","Animal Bite","1508998","","","CLOSED","PENNSYLVANIA AVE","01"
"Dog","","2021-09-21 10:49:19.967","2021-09-21 10:49:19.967","2021-09-15 21:52:22.0","7500","04","Animal Bite","2021-09-29 21:52:22.0","Animal Bite","1509435","","","CLOSED","KNACKSTEDT ST","01"
"Dog","","","2023-04-07 00:00:00.0","2021-09-20 15:36:46.0","1100","74","Animal Bite","2021-10-04 15:36:46.0","Animal Bite","1510800","","","Closed","HORNSBY AVE","13"
"Dog","","2021-09-22 09:51:28.867","2021-09-22 09:51:28.867","2021-09-21 16:46:43.0","400","01","Animal Bite","2021-10-05 16:46:43.0","Animal Bite","1511273","","","CLOSED","FASSEN ST","03"
"Dog","","2021-11-13 18:13:42.12","2021-11-13 18:13:42.12","2021-09-27 08:39:20.0","1300","39","Animal Bite","2021-10-11 08:39:20.0","Animal Bite","1512859","","","CLOSED","KENTUCKY AVE","09"
"Dog","","2021-11-13 18:05:04.003","2021-11-13 18:05:04.003","2021-09-29 12:13:28.0","2600","24","Animal Bite","2021-10-13 12:13:28.0","Animal Bite","1513832","","","CLOSED","CALIFORNIA AVE","07"
"Dog","","2021-10-14 13:23:32.273","2021-10-14 13:23:32.273","2021-09-30 16:05:05.0","5200","14","Animal Bite","2021-10-14 16:05:05.0","Animal Bite","1514399","","","CLOSED","FYLER AVE","05"
"Dog","","2022-02-10 09:29:40.227","2022-02-10 09:29:40.227","2021-10-05 12:21:44.0","3600","16","Animal Bite","2021-10-19 12:21:44.0","Animal Bite","1515746","","","CLOSED","KEOKUK ST","03"
"Dog","","2021-10-07 09:13:24.133","2021-10-07 09:13:24.133","2021-10-06 10:49:47.0","4100","27","Animal Bite","2021-10-20 10:49:47.0","Animal Bite","1516036","","","CLOSED","SHENANDOAH AVE","06"
"Dog","","","2023-04-07 00:00:00.0","2021-10-06 16:24:34.0","5900","48","Animal Bite","2021-10-20 16:24:34.0","Animal Bite","1516196","","","Closed","BARTMER AVE","10"
"Cat","","2021-11-14 09:45:21.107","2021-11-14 09:45:21.107","2021-10-20 08:54:51.0","2700","30","Animal Bite","2021-11-03 08:54:51.0","Animal Bite","1520294","","","CLOSED","ARSENAL ST","07"
"Dog","","2021-10-21 10:39:19.36","2021-10-21 10:39:19.36","2021-10-20 20:58:14.0","6200","08","Animal Bite","2021-11-03 20:58:14.0","Animal Bite","1520643","","","CLOSED","RHODES AVE","02"
"Dog","","2021-10-21 10:59:14.453","2021-10-21 10:59:14.453","2021-10-20 21:34:29.0","3700","77","Animal Bite","2021-11-03 21:34:29.0","Animal Bite","1520656","","","CLOSED","WESTMINSTER PL","11"
"Dog","","2023-02-06 09:55:45.567","2023-02-06 09:55:45.567","2021-11-02 14:24:10.0","4100","16","Animal Bite","2021-11-16 14:24:10.0","Animal Bite","1523885","","","CLOSED","MINNESOTA AVE","03"
"Dog","","","2023-04-07 00:00:00.0","2021-11-03 10:06:22.0","1100","77","Animal Bite","2021-11-17 10:06:22.0","Animal Bite","1524066","","","Closed","REDD FOXX LN","11"
"Dog","","2022-02-24 10:40:18.167","2022-02-24 10:40:18.167","2021-11-03 11:09:37.0","2000","22","Animal Bite","2021-11-17 11:09:37.0","Animal Bite","1524097","","","CLOSED","ARSENAL ST","08"
"Cat","","2022-02-24 10:35:53.39","2022-02-24 10:35:53.39","2021-11-03 13:45:15.0","3200","25","Animal Bite","2021-11-17 13:45:15.0","Animal Bite","1524165","","","CLOSED","SHENANDOAH AVE","07"
"Dog","","2022-02-24 10:20:15.6","2022-02-24 10:20:15.6","2021-11-04 16:31:47.0","3400","19","Animal Bite","2021-11-18 16:31:47.0","Animal Bite","1524575","","","CLOSED","PENNSYLVANIA AVE","07"
"Dog","","2022-01-07 10:08:00.207","2022-01-07 10:08:00.207","2021-11-04 20:57:07.0","5900","50","Animal Bite","2021-11-18 20:57:07.0","Animal Bite","1524620","","","CLOSED","WABADA AVE","13"
"Dog","","2022-06-13 09:38:40.183","2022-06-13 09:38:40.183","2021-11-04 21:48:15.0","4000","15","Animal Bite","2021-11-18 21:48:15.0","Animal Bite","1524628","","","CLOSED","HARTFORD ST","06"
"Dog","","2022-01-07 10:16:01.933","2022-01-07 10:16:01.933","2021-11-05 08:29:10.0","4300","38","Animal Bite","2021-11-19 08:29:10.0","Animal Bite","1524686","","","CLOSED","MARYLAND AVE","09"
"Dog","","2022-05-11 08:23:11.48","2022-05-11 08:23:11.48","2021-11-05 08:35:09.0","400","46","Animal Bite","2021-11-19 08:35:09.0","Animal Bite","1524692","","","CLOSED","ROSEDALE AVE","10"
"Dog","","2022-02-17 16:10:02.0","2022-02-17 16:11:32.413","2021-11-08 16:43:04.0","4300","57","Animal Bite","2021-11-22 16:43:04.0","Animal Bite","1525506","","","CLOSED","MAFFITT AVE","12"
"Dog","","2021-12-16 18:38:27.18","2021-12-16 18:38:27.18","2021-11-10 22:04:44.0","2700","24","Animal Bite","2021-11-24 22:04:44.0","Animal Bite","1526283","","","CLOSED","ACCOMAC ST","07"
"Cat","","2022-01-13 18:17:46.193","2022-01-13 18:17:46.193","2021-11-15 10:48:58.0","5200","14","Animal Bite","2021-11-29 10:48:58.0","Animal Bite","1527057","","","CLOSED","PARKER AVE","05"
"Dog","","2022-12-07 13:49:35.057","2022-12-07 13:49:35.057","2021-11-17 10:08:06.0","1200","32","Animal Bite","2021-12-01 10:08:06.0","Animal Bite","1527706","","","CLOSED","MACKAY PL","08"
"Dog","","2023-02-06 10:01:47.457","2023-02-06 10:01:47.457","2021-11-17 16:41:42.0","1000","35","Animal Bite","2021-12-01 16:41:42.0","Animal Bite","1527817","","","CLOSED","WASHINGTON AVE","14"
"Dog","","2023-02-06 10:02:40.223","2023-02-06 10:02:40.223","2021-11-19 12:42:23.0","5400","07","Animal Bite","2021-12-03 12:42:23.0","Animal Bite","1528224","","","CLOSED","NEOSHO ST","05"
"Dog","","2023-04-04 09:01:28.21","2023-04-04 09:01:28.21","2021-11-20 10:40:51.0","4000","05","Animal Bite","2021-12-04 10:40:51.0","Animal Bite","1528420","","","CLOSED","DELOR ST","01"
"Dog","","2022-06-13 09:47:04.67","2022-06-13 09:47:04.67","2021-11-22 12:47:40.0","6000","05","Animal Bite","2021-12-06 12:47:40.0","Animal Bite","1528734","","","CLOSED","CARLSBAD AVE","01"
"Dog","","2022-06-30 09:38:23.12","2022-06-30 09:38:23.12","2021-11-23 17:44:35.0","3600","15","Animal Bite","2021-12-07 17:44:35.0","Animal Bite","1529125","","","CLOSED","PHILLIPS PL","06"
"Dog","","2022-06-30 09:29:44.137","2022-06-30 09:29:44.137","2021-11-30 10:26:03.0","","50","Animal Bite","2021-12-14 10:26:03.0","Animal Bite","1530013","-10047890.02433830","4675124.99387340","CLOSED","ST LOUIS AVE & UNION BLVD","12"
"Cat","","2022-05-16 09:11:43.77","2022-05-16 09:11:43.77","2021-12-01 13:35:51.0","6000","11","Animal Bite","2021-12-15 13:35:51.0","Animal Bite","1530514","","","CLOSED","SOUTHWEST AVE","04"
"Dog","","2022-06-13 09:56:05.0","2022-06-30 10:29:30.62","2021-12-02 12:58:08.0","3600","19","Animal Bite","2021-12-16 12:58:08.0","Animal Bite","1530847","","","CLOSED","ARKANSAS AVE","07"
"Dog","","2022-05-16 09:02:14.89","2022-05-16 09:02:14.89","2021-12-06 11:23:57.0","3300","30","Animal Bite","2021-12-20 11:23:57.0","Animal Bite","1531705","","","CLOSED","MINNESOTA AVE","07"
"Dog","","2022-06-13 09:56:58.273","2022-06-13 09:56:58.273","2021-12-06 12:55:59.0","1200","41","Animal Bite","2021-12-20 12:55:59.0","Animal Bite","1531750","","","CLOSED","MACKLIND AVE","04"
"Dog","","2022-01-07 13:23:08.777","2022-01-07 13:23:08.777","2021-12-08 15:30:43.0","900","34","Animal Bite","2021-12-22 15:30:43.0","Animal Bite","1532762","","","CLOSED","HICKORY ST","08"
"Dog","","2022-01-13 12:13:01.3","2022-01-13 12:13:01.3","2021-12-09 10:03:06.0","3900","18","Animal Bite","2021-12-23 10:03:06.0","Animal Bite","1532990","","","CLOSED","MISSOURI AVE","08"
"Dog","","2022-05-16 09:16:35.52","2022-05-16 09:16:35.52","2021-12-14 05:40:01.0","5100","38","Animal Bite","2021-12-28 05:40:01.0","Animal Bite","1534205","","","CLOSED","WATERMAN AVE","09"
"Cat","","2022-03-02 08:12:11.103","2022-03-02 08:12:11.103","2021-12-21 08:52:33.0","3500","25","Animal Bite","2022-01-04 08:52:33.0","Animal Bite","1536139","","","CLOSED","WYOMING ST","07"
"Dog","","2022-06-13 10:04:01.93","2022-06-13 10:04:01.93","2021-12-28 14:04:36.0","3000","11","Animal Bite","2022-01-11 14:04:36.0","Animal Bite","1537514","","","CLOSED","WATSON RD","04"
"Cat","","2022-06-13 10:04:56.367","2022-06-13 10:04:56.367","2022-01-02 05:32:05.0","3200","09","Animal Bite","2022-01-16 05:32:05.0","Animal Bite","1538365","","","CLOSED","JAMIESON AVE","04"
"Dog","","2022-06-13 10:06:11.0","2022-06-13 10:06:15.357","2022-01-03 19:03:20.0","4900","06","Animal Bite","2022-01-17 19:03:20.0","Animal Bite","1538799","","","CLOSED","NAGEL AVE","02"
"Dog","","2022-12-02 15:19:52.123","2022-12-02 15:19:52.123","2022-01-05 12:05:53.0","5900","11","Animal Bite","2022-01-19 12:05:53.0","Animal Bite","1539415","","","CLOSED","ARSENAL ST","04"
"Dog","","2022-01-11 11:34:23.96","2022-01-11 11:34:23.96","2022-01-05 17:50:58.0","4400","57","Animal Bite","2022-01-19 17:50:58.0","Animal Bite","1539604","","","CLOSED","ST FERDINAND AVE","12"
"Dog","","2022-06-14 09:04:15.587","2022-06-14 09:04:15.587","2022-01-14 16:09:27.0","7600","02","Animal Bite","2022-01-28 16:09:27.0","Animal Bite","1542316","","","CLOSED","VIRGINIA AVE","01"
"Dog","","2023-02-16 15:59:37.327","2023-02-16 15:59:37.327","2022-01-19 10:21:02.0","4200","68","Animal Bite","2022-02-02 10:21:02.0","Animal Bite","1543105","","","CLOSED","RED BUD AVE","11"
"Wildlife","","2022-02-15 10:00:38.777","2022-02-15 10:00:38.777","2022-01-19 10:56:24.0","5500","06","Animal Bite","2022-02-02 10:56:24.0","Animal Bite","1543124","","","CLOSED","ROSA AVE","05"
"Dog","","2023-02-16 16:01:50.137","2023-02-16 16:01:50.137","2022-01-21 17:49:59.0","5300","12","Animal Bite","2022-02-04 17:49:59.0","Animal Bite","1543907","","","CLOSED","BISCHOFF AVE","05"
"Cat","","2022-11-01 16:01:22.447","2022-11-01 16:01:22.447","2022-02-01 10:36:12.0","2900","25","Animal Bite","2022-02-15 10:36:12.0","Animal Bite","1546184","","","CLOSED","MICHIGAN AVE","07"
"Dog","","2022-07-28 17:10:39.853","2022-07-28 17:10:39.853","2022-02-10 14:16:45.0","3200","56","Animal Bite","2022-02-24 14:16:45.0","Animal Bite","1548275","","","CLOSED","N TAYLOR AVE","12"
"Dog","","2023-02-16 16:05:41.53","2023-02-16 16:05:41.53","2022-02-15 09:47:40.0","1200","41","Animal Bite","2022-03-01 09:47:40.0","Animal Bite","1549298","","","CLOSED","MACKLIND AVE","04"
"Dog","","2022-02-16 11:37:42.14","2022-02-16 11:37:42.14","2022-02-15 17:00:55.0","1900","22","Animal Bite","2022-03-01 17:00:55.0","Animal Bite","1549574","","","CLOSED","CHEROKEE ST","08"
"Dog","","","2023-04-07 00:00:00.0","2022-02-16 08:23:21.0","5200","52","Animal Bite","2022-03-02 08:23:21.0","Animal Bite","1549642","","","Closed","TERRY AVE","12"
